fold,model_label,class_name,precision,recall,f1,support
6,0,Normal,0.9991766158913133,0.9987654320987654,0.998970981683474,2430
6,1,MITM,1.0,1.0,1.0,121
6,2,Fingerprinting,1.0,0.99,0.9949748743718593,100
6,3,Ransomware,0.9963536918869644,1.0,0.9981735159817352,1093
6,4,Uploading,0.9990272373540856,1.0,0.9995133819951338,1027
6,5,SQL_injection,0.999031007751938,1.0,0.9995152690256908,1031
6,6,DDoS_HTTP,1.0,1.0,1.0,1056
6,7,DDoS_TCP,1.0,1.0,1.0,1025
6,8,Password,1.0,0.996996996996997,0.9984962406015038,999
6,9,Port_Scanning,1.0,0.9990069513406157,0.9995032290114257,1007
6,10,Vulnerability_scanner,0.9990059642147118,0.9980139026812314,0.9985096870342772,1007
6,11,Backdoor,0.9990196078431373,0.9990196078431373,0.9990196078431373,1020
6,12,XSS,0.9990059642147118,1.0,0.9995027349577325,1005
6,13,DDoS_UDP,1.0,1.0,1.0,1450
6,14,DDoS_ICMP,1.0,1.0,1.0,1409
