fold,model_label,class_name,precision,recall,f1,support
8,0,Normal,1.0,0.9987654320987654,0.9993823347745522,2430
8,1,MITM,1.0,1.0,1.0,121
8,2,Fingerprinting,1.0,1.0,1.0,100
8,3,Ransomware,0.9972627737226277,1.0,0.9986295111923252,1093
8,4,Uploading,1.0,1.0,1.0,1027
8,5,SQL_injection,1.0,1.0,1.0,1031
8,6,DDoS_HTTP,1.0,1.0,1.0,1056
8,7,DDoS_TCP,1.0,1.0,1.0,1025
8,8,Password,0.998998998998999,1.0,0.99949924887331,998
8,9,Port_Scanning,1.0,1.0,1.0,1008
8,10,Vulnerability_scanner,1.0,0.9990069513406157,0.9995032290114257,1007
8,11,Backdoor,1.0,0.9990196078431373,0.9995095635115253,1020
8,12,XSS,0.9990059642147118,1.0,0.9995027349577325,1005
8,13,DDoS_UDP,1.0,1.0,1.0,1450
8,14,DDoS_ICMP,1.0,1.0,1.0,1409
