source_row_index,split,fold
0,fit,3
1,fit,3
2,validation,3
3,validation,3
4,fit,3
5,fit,3
6,test,3
7,fit,3
8,validation,3
9,fit,3
10,validation,3
11,fit,3
12,validation,3
13,fit,3
14,fit,3
15,validation,3
16,fit,3
17,fit,3
18,test,3
19,fit,3
20,fit,3
21,fit,3
22,test,3
23,fit,3
24,test,3
25,fit,3
26,fit,3
27,fit,3
28,fit,3
29,fit,3
30,fit,3
31,test,3
32,fit,3
33,fit,3
34,fit,3
35,fit,3
36,fit,3
37,validation,3
38,validation,3
39,test,3
40,fit,3
41,fit,3
42,fit,3
43,test,3
44,fit,3
45,fit,3
46,fit,3
47,fit,3
48,fit,3
49,fit,3
50,fit,3
51,fit,3
52,fit,3
53,fit,3
54,fit,3
55,fit,3
56,fit,3
57,fit,3
58,fit,3
59,test,3
60,fit,3
61,fit,3
62,validation,3
63,validation,3
64,fit,3
65,fit,3
66,fit,3
67,fit,3
68,fit,3
69,test,3
70,fit,3
71,fit,3
72,fit,3
73,fit,3
74,fit,3
75,fit,3
76,fit,3
77,fit,3
78,fit,3
79,test,3
80,fit,3
81,fit,3
82,fit,3
83,fit,3
84,fit,3
85,fit,3
86,test,3
87,fit,3
88,fit,3
89,fit,3
90,fit,3
91,test,3
92,test,3
93,fit,3
94,fit,3
95,fit,3
96,test,3
97,fit,3
98,validation,3
99,validation,3
100,fit,3
101,fit,3
102,test,3
103,fit,3
104,fit,3
105,fit,3
106,test,3
107,fit,3
108,fit,3
109,fit,3
110,fit,3
111,fit,3
112,fit,3
113,fit,3
114,fit,3
115,fit,3
116,fit,3
117,test,3
118,fit,3
119,validation,3
120,fit,3
121,fit,3
122,fit,3
123,fit,3
124,fit,3
125,fit,3
126,fit,3
127,fit,3
128,fit,3
129,fit,3
130,fit,3
131,fit,3
132,fit,3
133,test,3
134,test,3
135,test,3
136,fit,3
137,fit,3
138,fit,3
139,test,3
140,fit,3
141,validation,3
142,fit,3
143,fit,3
144,fit,3
145,test,3
146,fit,3
147,fit,3
148,fit,3
149,fit,3
150,fit,3
151,fit,3
152,fit,3
153,fit,3
154,fit,3
155,fit,3
156,validation,3
157,fit,3
158,fit,3
159,fit,3
160,fit,3
161,fit,3
162,fit,3
163,fit,3
164,test,3
165,test,3
166,fit,3
167,fit,3
168,fit,3
169,fit,3
170,test,3
171,validation,3
172,fit,3
173,validation,3
174,fit,3
175,fit,3
176,fit,3
177,fit,3
178,fit,3
179,fit,3
180,test,3
181,fit,3
182,validation,3
183,fit,3
184,fit,3
185,fit,3
186,fit,3
187,fit,3
188,fit,3
189,fit,3
190,fit,3
191,fit,3
192,fit,3
193,fit,3
194,fit,3
195,fit,3
196,fit,3
197,fit,3
198,fit,3
199,test,3
200,fit,3
201,fit,3
202,fit,3
203,fit,3
204,fit,3
205,validation,3
206,fit,3
207,fit,3
208,fit,3
209,fit,3
210,fit,3
211,fit,3
212,fit,3
213,fit,3
214,fit,3
215,test,3
216,fit,3
217,fit,3
218,fit,3
219,fit,3
220,fit,3
221,test,3
222,fit,3
223,fit,3
224,test,3
225,validation,3
226,fit,3
227,fit,3
228,fit,3
229,fit,3
230,test,3
231,test,3
232,fit,3
233,fit,3
234,fit,3
235,fit,3
236,fit,3
237,fit,3
238,fit,3
239,fit,3
240,fit,3
241,fit,3
242,fit,3
243,validation,3
244,test,3
245,fit,3
246,fit,3
247,fit,3
248,fit,3
249,fit,3
250,fit,3
251,validation,3
252,fit,3
253,fit,3
254,fit,3
255,test,3
256,fit,3
257,fit,3
258,fit,3
259,fit,3
260,test,3
261,fit,3
262,fit,3
263,fit,3
264,fit,3
265,validation,3
266,fit,3
267,test,3
268,validation,3
269,fit,3
270,fit,3
271,fit,3
272,fit,3
273,fit,3
274,fit,3
275,fit,3
276,fit,3
277,fit,3
278,fit,3
279,fit,3
280,fit,3
281,fit,3
282,fit,3
283,test,3
284,test,3
285,fit,3
286,fit,3
287,fit,3
288,fit,3
289,fit,3
290,fit,3
291,fit,3
292,fit,3
293,fit,3
294,test,3
295,fit,3
296,fit,3
297,fit,3
298,fit,3
299,fit,3
300,fit,3
301,fit,3
302,validation,3
303,fit,3
304,fit,3
305,fit,3
306,fit,3
307,fit,3
308,fit,3
309,validation,3
310,fit,3
311,fit,3
312,fit,3
313,fit,3
314,fit,3
315,fit,3
316,test,3
317,fit,3
318,validation,3
319,fit,3
320,fit,3
321,fit,3
322,fit,3
323,fit,3
324,fit,3
325,fit,3
326,test,3
327,fit,3
328,fit,3
329,fit,3
330,fit,3
331,fit,3
332,fit,3
333,fit,3
334,fit,3
335,fit,3
336,fit,3
337,fit,3
338,fit,3
339,fit,3
340,fit,3
341,test,3
342,fit,3
343,fit,3
344,fit,3
345,fit,3
346,fit,3
347,fit,3
348,fit,3
349,fit,3
350,validation,3
351,fit,3
352,fit,3
353,fit,3
354,test,3
355,fit,3
356,fit,3
357,fit,3
358,fit,3
359,fit,3
360,test,3
361,fit,3
362,fit,3
363,fit,3
364,fit,3
365,fit,3
366,fit,3
367,fit,3
368,fit,3
369,validation,3
370,validation,3
371,fit,3
372,fit,3
373,fit,3
374,fit,3
375,fit,3
376,test,3
377,fit,3
378,fit,3
379,test,3
380,test,3
381,fit,3
382,test,3
383,fit,3
384,fit,3
385,test,3
386,fit,3
387,fit,3
388,fit,3
389,fit,3
390,fit,3
391,fit,3
392,fit,3
393,fit,3
394,fit,3
395,fit,3
396,fit,3
397,fit,3
398,fit,3
399,validation,3
400,validation,3
401,fit,3
402,fit,3
403,fit,3
404,validation,3
405,fit,3
406,test,3
407,fit,3
408,fit,3
409,test,3
410,fit,3
411,fit,3
412,fit,3
413,fit,3
414,fit,3
415,fit,3
416,fit,3
417,fit,3
418,fit,3
419,validation,3
420,fit,3
421,validation,3
422,test,3
423,fit,3
424,test,3
425,fit,3
426,fit,3
427,test,3
428,validation,3
429,fit,3
430,fit,3
431,fit,3
432,fit,3
433,fit,3
434,fit,3
435,fit,3
436,validation,3
437,fit,3
438,fit,3
439,fit,3
440,fit,3
441,fit,3
442,fit,3
443,fit,3
444,fit,3
445,test,3
446,validation,3
447,fit,3
448,test,3
449,fit,3
450,validation,3
451,fit,3
452,fit,3
453,validation,3
454,fit,3
455,fit,3
456,fit,3
457,fit,3
458,fit,3
459,fit,3
460,fit,3
461,validation,3
462,fit,3
463,validation,3
464,test,3
465,test,3
466,fit,3
467,fit,3
468,test,3
469,test,3
470,test,3
471,fit,3
472,fit,3
473,fit,3
474,fit,3
475,fit,3
476,fit,3
477,fit,3
478,fit,3
479,fit,3
480,fit,3
481,fit,3
482,fit,3
483,fit,3
484,fit,3
485,fit,3
486,fit,3
487,fit,3
488,test,3
489,test,3
490,fit,3
491,fit,3
492,test,3
493,fit,3
494,fit,3
495,fit,3
496,fit,3
497,fit,3
498,validation,3
499,fit,3
500,fit,3
501,test,3
502,fit,3
503,fit,3
504,fit,3
505,fit,3
506,fit,3
507,test,3
508,fit,3
509,fit,3
510,fit,3
511,fit,3
512,fit,3
513,fit,3
514,fit,3
515,fit,3
516,fit,3
517,fit,3
518,fit,3
519,fit,3
520,fit,3
521,fit,3
522,fit,3
523,fit,3
524,fit,3
525,fit,3
526,fit,3
527,fit,3
528,fit,3
529,fit,3
530,fit,3
531,fit,3
532,fit,3
533,fit,3
534,validation,3
535,fit,3
536,fit,3
537,test,3
538,fit,3
539,fit,3
540,fit,3
541,fit,3
542,fit,3
543,fit,3
544,validation,3
545,fit,3
546,test,3
547,validation,3
548,fit,3
549,fit,3
550,fit,3
551,fit,3
552,validation,3
553,fit,3
554,fit,3
555,fit,3
556,fit,3
557,fit,3
558,validation,3
559,fit,3
560,fit,3
561,fit,3
562,fit,3
563,fit,3
564,fit,3
565,fit,3
566,fit,3
567,fit,3
568,test,3
569,test,3
570,validation,3
571,fit,3
572,test,3
573,fit,3
574,fit,3
575,validation,3
576,fit,3
577,fit,3
578,fit,3
579,fit,3
580,fit,3
581,fit,3
582,fit,3
583,fit,3
584,fit,3
585,fit,3
586,fit,3
587,fit,3
588,fit,3
589,fit,3
590,fit,3
591,fit,3
592,fit,3
593,fit,3
594,fit,3
595,fit,3
596,fit,3
597,fit,3
598,fit,3
599,fit,3
600,fit,3
601,fit,3
602,test,3
603,fit,3
604,fit,3
605,test,3
606,fit,3
607,fit,3
608,fit,3
609,fit,3
610,fit,3
611,fit,3
612,fit,3
613,fit,3
614,fit,3
615,fit,3
616,fit,3
617,validation,3
618,fit,3
619,validation,3
620,test,3
621,fit,3
622,validation,3
623,test,3
624,validation,3
625,test,3
626,fit,3
627,validation,3
628,fit,3
629,validation,3
630,fit,3
631,test,3
632,fit,3
633,fit,3
634,fit,3
635,fit,3
636,fit,3
637,fit,3
638,fit,3
639,validation,3
640,fit,3
641,fit,3
642,fit,3
