fold,model_label,class_name,precision,recall,f1,support
3,0,Normal,0.9971252566735113,0.9991769547325103,0.9981500513874615,2430
3,1,MITM,1.0,1.0,1.0,122
3,2,Fingerprinting,1.0,0.84,0.9130434782608695,100
3,3,Ransomware,0.9740376007162042,0.9963369963369964,0.9850611136260752,1092
3,4,Uploading,0.9980525803310614,0.9980525803310614,0.9980525803310614,1027
3,5,SQL_injection,1.0,0.9990300678952473,0.9995147986414362,1031
3,6,DDoS_HTTP,0.9990539262062441,1.0,0.9995267392333176,1056
3,7,DDoS_TCP,0.9990253411306043,1.0,0.999512432959532,1025
3,8,Password,0.9989969909729187,0.996996996996997,0.9979959919839679,999
3,9,Port_Scanning,0.9843597262952102,1.0,0.9921182266009853,1007
3,10,Vulnerability_scanner,1.0,0.998015873015873,0.9990069513406157,1008
3,11,Backdoor,0.998991935483871,0.97252208047105,0.9855793137742417,1019
3,12,XSS,0.9980099502487563,0.9980099502487563,0.9980099502487563,1005
3,13,DDoS_UDP,1.0,1.0,1.0,1450
3,14,DDoS_ICMP,1.0,1.0,1.0,1409
