source_row_index,split,fold
0,fit,9
1,fit,9
2,validation,9
3,fit,9
4,fit,9
5,fit,9
6,fit,9
7,fit,9
8,validation,9
9,fit,9
10,fit,9
11,validation,9
12,validation,9
13,fit,9
14,fit,9
15,test,9
16,fit,9
17,fit,9
18,fit,9
19,fit,9
20,fit,9
21,fit,9
22,validation,9
23,fit,9
24,fit,9
25,test,9
26,fit,9
27,fit,9
28,fit,9
29,fit,9
30,test,9
31,fit,9
32,fit,9
33,fit,9
34,fit,9
35,fit,9
36,fit,9
37,fit,9
38,fit,9
39,validation,9
40,fit,9
41,fit,9
42,test,9
43,fit,9
44,fit,9
45,fit,9
46,fit,9
47,fit,9
48,validation,9
49,fit,9
50,fit,9
51,fit,9
52,fit,9
53,validation,9
54,fit,9
55,fit,9
56,fit,9
57,fit,9
58,test,9
59,fit,9
60,fit,9
61,validation,9
62,fit,9
63,fit,9
64,fit,9
65,fit,9
66,validation,9
67,fit,9
68,fit,9
69,fit,9
70,fit,9
71,fit,9
72,fit,9
73,validation,9
74,fit,9
75,test,9
76,fit,9
77,fit,9
78,fit,9
79,fit,9
80,fit,9
81,fit,9
82,fit,9
83,fit,9
84,fit,9
85,fit,9
86,fit,9
87,fit,9
88,fit,9
89,fit,9
90,fit,9
91,fit,9
92,fit,9
93,fit,9
94,fit,9
95,fit,9
96,fit,9
97,validation,9
98,fit,9
99,fit,9
100,fit,9
101,fit,9
102,validation,9
103,fit,9
104,fit,9
105,fit,9
106,fit,9
107,fit,9
108,fit,9
109,fit,9
110,fit,9
111,test,9
112,fit,9
113,test,9
114,fit,9
115,fit,9
116,fit,9
117,fit,9
118,fit,9
119,fit,9
120,fit,9
121,fit,9
122,fit,9
123,fit,9
124,fit,9
125,fit,9
126,test,9
127,fit,9
128,fit,9
129,fit,9
130,fit,9
131,fit,9
132,fit,9
133,fit,9
134,fit,9
135,fit,9
136,fit,9
137,validation,9
138,fit,9
139,fit,9
140,fit,9
141,fit,9
142,fit,9
143,fit,9
144,fit,9
145,fit,9
146,fit,9
147,fit,9
148,fit,9
149,fit,9
150,fit,9
151,fit,9
152,fit,9
153,fit,9
154,fit,9
155,fit,9
156,validation,9
157,fit,9
158,fit,9
159,test,9
160,test,9
161,fit,9
162,fit,9
163,fit,9
164,validation,9
165,fit,9
166,validation,9
167,fit,9
168,fit,9
169,fit,9
170,fit,9
171,fit,9
172,test,9
173,test,9
174,fit,9
175,fit,9
176,fit,9
177,fit,9
178,fit,9
179,fit,9
180,fit,9
181,fit,9
182,validation,9
183,fit,9
184,test,9
185,fit,9
186,fit,9
187,fit,9
188,fit,9
189,fit,9
190,fit,9
191,fit,9
192,fit,9
193,fit,9
194,fit,9
195,validation,9
196,fit,9
197,fit,9
198,fit,9
199,fit,9
200,test,9
201,test,9
202,fit,9
203,fit,9
204,validation,9
205,fit,9
206,test,9
207,fit,9
208,fit,9
209,fit,9
210,fit,9
211,fit,9
212,validation,9
213,fit,9
214,test,9
215,fit,9
216,fit,9
217,fit,9
218,fit,9
219,fit,9
220,fit,9
221,fit,9
222,fit,9
223,test,9
224,fit,9
225,fit,9
226,fit,9
227,fit,9
228,fit,9
229,fit,9
230,validation,9
231,fit,9
232,test,9
233,fit,9
234,fit,9
235,fit,9
236,fit,9
237,fit,9
238,fit,9
239,fit,9
240,fit,9
241,fit,9
242,fit,9
243,fit,9
244,fit,9
245,fit,9
246,fit,9
247,test,9
248,validation,9
249,fit,9
250,validation,9
251,fit,9
252,fit,9
253,fit,9
254,validation,9
255,fit,9
256,fit,9
257,fit,9
258,fit,9
259,fit,9
260,fit,9
261,fit,9
262,fit,9
263,fit,9
264,fit,9
265,fit,9
266,validation,9
267,fit,9
268,fit,9
269,fit,9
270,fit,9
271,fit,9
272,fit,9
273,fit,9
274,fit,9
275,validation,9
276,fit,9
277,test,9
278,fit,9
279,fit,9
280,fit,9
281,fit,9
282,fit,9
283,validation,9
284,fit,9
285,fit,9
286,fit,9
287,fit,9
288,test,9
289,fit,9
290,fit,9
291,fit,9
292,fit,9
293,fit,9
294,fit,9
295,fit,9
296,fit,9
297,fit,9
298,fit,9
299,fit,9
300,fit,9
301,fit,9
302,fit,9
303,fit,9
304,fit,9
305,fit,9
306,test,9
307,fit,9
308,fit,9
309,fit,9
310,fit,9
311,test,9
312,fit,9
313,fit,9
314,fit,9
315,fit,9
316,fit,9
317,fit,9
318,fit,9
319,fit,9
320,fit,9
321,fit,9
322,fit,9
323,fit,9
324,validation,9
325,fit,9
326,fit,9
327,validation,9
328,validation,9
329,fit,9
330,fit,9
331,fit,9
332,fit,9
333,test,9
334,fit,9
335,fit,9
336,test,9
337,fit,9
338,fit,9
339,fit,9
340,fit,9
341,fit,9
342,fit,9
343,fit,9
344,test,9
345,validation,9
346,test,9
347,fit,9
348,fit,9
349,fit,9
350,fit,9
351,fit,9
352,fit,9
353,test,9
354,fit,9
355,fit,9
356,fit,9
357,test,9
358,fit,9
359,fit,9
360,fit,9
361,test,9
362,fit,9
363,fit,9
364,fit,9
365,fit,9
366,fit,9
367,fit,9
368,fit,9
369,fit,9
370,test,9
371,fit,9
372,test,9
373,fit,9
374,fit,9
375,fit,9
376,fit,9
377,test,9
378,fit,9
379,fit,9
380,fit,9
381,fit,9
382,fit,9
383,fit,9
384,fit,9
385,fit,9
386,fit,9
387,fit,9
388,fit,9
389,fit,9
390,fit,9
391,fit,9
392,fit,9
393,validation,9
394,fit,9
395,fit,9
396,test,9
397,fit,9
398,fit,9
399,fit,9
400,fit,9
401,fit,9
402,fit,9
403,fit,9
404,fit,9
