fold,model_label,class_name,precision,recall,f1,support
9,0,Normal,0.9995883079456567,0.9991769547325103,0.9993825890100844,2430
9,1,MITM,1.0,1.0,1.0,121
9,2,Fingerprinting,1.0,1.0,1.0,100
9,3,Ransomware,0.9981735159817352,1.0,0.9990859232175503,1093
9,4,Uploading,1.0,1.0,1.0,1027
9,5,SQL_injection,1.0,1.0,1.0,1031
9,6,DDoS_HTTP,1.0,1.0,1.0,1056
9,7,DDoS_TCP,1.0,1.0,1.0,1024
9,8,Password,1.0,1.0,1.0,999
9,9,Port_Scanning,1.0,0.9990069513406157,0.9995032290114257,1007
9,10,Vulnerability_scanner,1.0,0.9990079365079365,0.9995037220843672,1008
9,11,Backdoor,0.9990205680705191,1.0,0.9995100440960314,1020
9,12,XSS,0.9990049751243781,0.9990049751243781,0.9990049751243781,1005
9,13,DDoS_UDP,1.0,1.0,1.0,1450
9,14,DDoS_ICMP,1.0,1.0,1.0,1409
