fold,model_label,class_name,precision,recall,f1,support
10,0,Normal,0.9987649238369699,0.9983539094650206,0.9985593743568636,2430
10,1,MITM,1.0,0.9917355371900827,0.995850622406639,121
10,2,Fingerprinting,1.0,1.0,1.0,100
10,3,Ransomware,0.9990859232175503,1.0,0.9995427526291724,1093
10,4,Uploading,0.9980544747081712,1.0,0.9990262901655307,1026
10,5,SQL_injection,0.9990319457889641,1.0,0.9995157384987894,1032
10,6,DDoS_HTTP,0.998109640831758,1.0,0.9990539262062441,1056
10,7,DDoS_TCP,1.0,1.0,1.0,1024
10,8,Password,1.0,0.997997997997998,0.998997995991984,999
10,9,Port_Scanning,1.0,1.0,1.0,1007
10,10,Vulnerability_scanner,1.0,0.9970238095238095,0.9985096870342772,1008
10,11,Backdoor,0.9960861056751468,0.9990186457311089,0.9975502204801567,1019
10,12,XSS,1.0,0.9980119284294234,0.9990049751243781,1006
10,13,DDoS_UDP,1.0,1.0,1.0,1450
10,14,DDoS_ICMP,1.0,1.0,1.0,1409
