source_row_index,split,fold
0,fit,4
1,validation,4
2,fit,4
3,fit,4
4,fit,4
5,fit,4
6,fit,4
7,fit,4
8,fit,4
9,fit,4
10,fit,4
11,fit,4
12,fit,4
13,test,4
14,validation,4
15,fit,4
16,fit,4
17,fit,4
18,fit,4
19,fit,4
20,validation,4
21,fit,4
22,fit,4
23,fit,4
24,validation,4
25,fit,4
26,fit,4
27,fit,4
28,fit,4
29,fit,4
30,fit,4
31,fit,4
32,fit,4
33,fit,4
34,fit,4
35,fit,4
36,fit,4
37,test,4
38,validation,4
39,validation,4
40,fit,4
41,fit,4
42,validation,4
43,validation,4
44,fit,4
45,fit,4
46,fit,4
47,test,4
48,validation,4
49,fit,4
50,fit,4
51,fit,4
52,fit,4
53,fit,4
54,fit,4
55,fit,4
56,test,4
57,validation,4
58,fit,4
59,fit,4
60,fit,4
61,fit,4
62,fit,4
63,fit,4
64,fit,4
65,fit,4
66,fit,4
67,fit,4
68,fit,4
69,validation,4
70,fit,4
71,fit,4
72,fit,4
73,fit,4
74,fit,4
75,fit,4
76,fit,4
77,test,4
78,fit,4
79,fit,4
80,test,4
81,fit,4
82,fit,4
83,validation,4
84,test,4
85,fit,4
86,fit,4
87,validation,4
88,test,4
89,validation,4
90,fit,4
91,validation,4
92,fit,4
93,fit,4
94,fit,4
95,fit,4
96,fit,4
97,test,4
98,validation,4
99,fit,4
100,fit,4
101,fit,4
102,fit,4
103,fit,4
104,validation,4
105,fit,4
106,fit,4
107,fit,4
108,fit,4
109,fit,4
110,fit,4
111,fit,4
112,fit,4
113,fit,4
114,fit,4
115,fit,4
116,fit,4
117,fit,4
118,fit,4
119,test,4
120,test,4
121,fit,4
122,fit,4
123,fit,4
124,test,4
125,fit,4
126,fit,4
127,test,4
128,validation,4
129,fit,4
130,fit,4
131,fit,4
132,fit,4
133,fit,4
134,fit,4
135,validation,4
136,fit,4
137,fit,4
138,test,4
139,fit,4
140,fit,4
141,fit,4
142,fit,4
143,validation,4
144,fit,4
145,fit,4
146,fit,4
147,fit,4
148,fit,4
149,fit,4
150,fit,4
151,fit,4
152,fit,4
153,fit,4
154,fit,4
155,fit,4
156,fit,4
157,test,4
158,validation,4
159,fit,4
160,fit,4
161,fit,4
162,validation,4
163,fit,4
164,fit,4
165,fit,4
166,fit,4
167,fit,4
168,fit,4
169,fit,4
170,fit,4
171,fit,4
172,fit,4
173,validation,4
174,fit,4
175,test,4
176,fit,4
177,fit,4
178,test,4
179,validation,4
180,validation,4
181,fit,4
182,fit,4
183,test,4
184,fit,4
185,fit,4
186,fit,4
187,test,4
188,fit,4
189,fit,4
190,fit,4
191,test,4
192,fit,4
193,fit,4
194,fit,4
195,validation,4
196,fit,4
197,fit,4
198,validation,4
199,fit,4
200,fit,4
201,fit,4
202,fit,4
203,fit,4
204,fit,4
205,fit,4
206,fit,4
