source_row_index,split,fold
0,fit,1
1,fit,1
2,test,1
3,validation,1
4,fit,1
5,fit,1
6,fit,1
7,fit,1
8,fit,1
9,test,1
10,fit,1
11,fit,1
12,fit,1
13,fit,1
14,fit,1
15,fit,1
16,validation,1
17,fit,1
18,fit,1
19,fit,1
20,fit,1
21,fit,1
22,fit,1
23,fit,1
24,fit,1
25,fit,1
26,fit,1
27,fit,1
28,test,1
29,fit,1
30,fit,1
31,fit,1
32,fit,1
33,fit,1
34,fit,1
35,fit,1
36,fit,1
37,fit,1
38,validation,1
39,fit,1
40,test,1
41,fit,1
42,fit,1
43,fit,1
44,fit,1
45,fit,1
46,fit,1
47,fit,1
48,test,1
49,fit,1
50,fit,1
51,fit,1
52,fit,1
53,test,1
54,fit,1
55,validation,1
56,fit,1
57,test,1
58,fit,1
59,fit,1
60,fit,1
61,test,1
62,fit,1
63,fit,1
64,fit,1
65,fit,1
66,fit,1
67,fit,1
68,fit,1
69,fit,1
70,fit,1
71,test,1
72,validation,1
73,test,1
74,test,1
75,fit,1
76,test,1
77,fit,1
78,fit,1
79,fit,1
80,fit,1
81,fit,1
82,fit,1
83,fit,1
84,fit,1
85,test,1
86,fit,1
87,fit,1
88,fit,1
89,fit,1
90,test,1
91,fit,1
92,fit,1
93,fit,1
94,fit,1
95,fit,1
96,fit,1
97,fit,1
98,fit,1
99,test,1
100,fit,1
101,fit,1
102,fit,1
103,test,1
104,test,1
105,fit,1
106,fit,1
107,fit,1
108,fit,1
109,fit,1
110,validation,1
111,fit,1
112,fit,1
113,fit,1
114,fit,1
115,fit,1
116,fit,1
117,fit,1
118,fit,1
119,fit,1
120,fit,1
121,fit,1
122,fit,1
123,fit,1
124,fit,1
125,fit,1
126,fit,1
127,fit,1
128,fit,1
129,fit,1
130,fit,1
131,fit,1
132,fit,1
133,fit,1
134,fit,1
135,fit,1
136,fit,1
137,validation,1
138,fit,1
139,fit,1
140,fit,1
141,fit,1
142,validation,1
143,fit,1
