source_row_index,split,fold
0,fit,5
1,fit,5
2,fit,5
3,fit,5
4,test,5
5,fit,5
6,fit,5
7,test,5
8,fit,5
9,fit,5
10,fit,5
11,fit,5
12,fit,5
13,fit,5
14,fit,5
15,fit,5
16,fit,5
17,fit,5
18,validation,5
19,fit,5
20,fit,5
21,test,5
22,fit,5
23,fit,5
24,fit,5
25,fit,5
26,test,5
27,fit,5
28,fit,5
29,fit,5
30,fit,5
31,fit,5
32,fit,5
33,fit,5
34,validation,5
35,validation,5
36,fit,5
37,fit,5
38,fit,5
39,fit,5
40,validation,5
41,fit,5
42,fit,5
43,validation,5
44,fit,5
45,fit,5
46,fit,5
47,fit,5
48,fit,5
49,fit,5
50,test,5
51,fit,5
52,test,5
53,fit,5
54,fit,5
55,fit,5
56,fit,5
57,fit,5
58,fit,5
59,fit,5
60,fit,5
61,fit,5
62,fit,5
63,test,5
64,test,5
65,test,5
66,fit,5
67,fit,5
68,validation,5
69,fit,5
70,fit,5
71,fit,5
72,fit,5
73,fit,5
74,fit,5
75,fit,5
76,fit,5
77,fit,5
78,fit,5
79,fit,5
80,fit,5
81,fit,5
82,fit,5
83,validation,5
84,fit,5
85,fit,5
86,fit,5
87,fit,5
88,fit,5
89,test,5
90,fit,5
91,validation,5
92,fit,5
93,fit,5
94,fit,5
95,test,5
96,fit,5
97,fit,5
98,test,5
99,fit,5
100,fit,5
101,fit,5
102,fit,5
103,fit,5
104,fit,5
105,fit,5
106,fit,5
107,fit,5
108,fit,5
109,fit,5
110,test,5
111,fit,5
112,fit,5
113,validation,5
114,test,5
115,test,5
116,fit,5
117,fit,5
118,fit,5
119,fit,5
120,fit,5
121,fit,5
122,fit,5
123,test,5
124,validation,5
125,fit,5
126,fit,5
127,fit,5
128,fit,5
129,fit,5
130,test,5
131,fit,5
132,fit,5
133,fit,5
134,fit,5
135,fit,5
136,fit,5
137,fit,5
138,validation,5
139,fit,5
140,fit,5
141,validation,5
142,validation,5
143,fit,5
144,fit,5
145,fit,5
146,fit,5
147,fit,5
148,fit,5
149,test,5
150,fit,5
151,fit,5
152,fit,5
153,fit,5
154,fit,5
155,validation,5
156,fit,5
157,fit,5
158,validation,5
159,fit,5
160,fit,5
161,validation,5
162,fit,5
163,fit,5
164,fit,5
165,fit,5
166,fit,5
167,fit,5
168,fit,5
169,fit,5
170,fit,5
171,fit,5
172,validation,5
173,validation,5
174,fit,5
175,fit,5
176,fit,5
177,fit,5
178,fit,5
179,validation,5
180,fit,5
181,fit,5
182,fit,5
183,fit,5
184,fit,5
185,fit,5
186,fit,5
187,fit,5
188,fit,5
189,fit,5
190,fit,5
191,fit,5
192,fit,5
193,fit,5
194,fit,5
195,fit,5
196,test,5
197,fit,5
198,fit,5
199,fit,5
200,fit,5
201,fit,5
202,validation,5
203,test,5
204,test,5
205,fit,5
206,fit,5
207,fit,5
208,fit,5
209,fit,5
210,fit,5
211,fit,5
212,fit,5
213,fit,5
214,fit,5
215,fit,5
216,fit,5
217,fit,5
218,fit,5
219,fit,5
220,fit,5
221,fit,5
222,fit,5
223,fit,5
224,fit,5
225,fit,5
226,validation,5
227,test,5
228,fit,5
229,validation,5
230,fit,5
231,fit,5
232,fit,5
233,test,5
234,fit,5
235,test,5
236,fit,5
237,fit,5
238,fit,5
239,fit,5
240,validation,5
241,validation,5
242,fit,5
243,fit,5
244,validation,5
245,fit,5
246,test,5
247,fit,5
248,fit,5
249,fit,5
250,fit,5
251,fit,5
252,fit,5
253,fit,5
254,fit,5
255,fit,5
256,fit,5
257,fit,5
258,fit,5
259,fit,5
260,fit,5
261,fit,5
262,fit,5
263,validation,5
264,fit,5
265,validation,5
266,fit,5
267,validation,5
268,test,5
269,test,5
270,fit,5
271,fit,5
272,fit,5
273,fit,5
274,fit,5
275,validation,5
276,fit,5
277,fit,5
278,fit,5
279,fit,5
280,fit,5
281,fit,5
282,fit,5
283,fit,5
284,fit,5
285,test,5
286,test,5
287,fit,5
288,fit,5
289,fit,5
290,fit,5
291,fit,5
292,fit,5
293,test,5
294,fit,5
295,fit,5
296,fit,5
297,fit,5
298,fit,5
299,fit,5
300,test,5
301,validation,5
302,fit,5
303,fit,5
304,test,5
305,fit,5
306,fit,5
307,fit,5
308,fit,5
309,test,5
310,fit,5
311,fit,5
312,fit,5
313,fit,5
314,fit,5
315,fit,5
316,validation,5
317,test,5
318,fit,5
319,fit,5
320,fit,5
321,fit,5
322,fit,5
323,test,5
324,test,5
325,fit,5
326,fit,5
327,fit,5
328,fit,5
329,fit,5
330,fit,5
331,test,5
332,validation,5
333,fit,5
334,fit,5
335,fit,5
336,fit,5
337,fit,5
338,validation,5
339,test,5
340,fit,5
341,fit,5
342,fit,5
343,fit,5
344,fit,5
345,test,5
346,fit,5
347,fit,5
348,fit,5
349,fit,5
350,fit,5
351,fit,5
352,test,5
353,fit,5
354,fit,5
355,test,5
356,fit,5
357,validation,5
358,fit,5
359,validation,5
360,validation,5
361,fit,5
362,test,5
363,fit,5
364,validation,5
365,validation,5
366,fit,5
367,fit,5
368,fit,5
369,fit,5
370,fit,5
371,fit,5
372,fit,5
373,fit,5
374,fit,5
375,test,5
376,fit,5
