fold,model_label,class_name,precision,recall,f1,support
5,0,Normal,0.9983559391697493,0.9995884773662551,0.9989718280896566,2430
5,1,MITM,0.9758064516129032,1.0,0.9877551020408163,121
5,2,Fingerprinting,1.0,0.8217821782178217,0.9021739130434783,101
5,3,Ransomware,0.9697777777777777,0.9990842490842491,0.984212900315742,1092
5,4,Uploading,1.0,0.9990262901655307,0.9995129079396006,1027
5,5,SQL_injection,0.997093023255814,0.9980601357904947,0.9975763451284537,1031
5,6,DDoS_HTTP,0.9971563981042654,0.9962121212121212,0.9966840360018948,1056
5,7,DDoS_TCP,1.0,1.0,1.0,1025
5,8,Password,1.0,0.995995995995996,0.9979939819458375,999
5,9,Port_Scanning,0.9824390243902439,1.0,0.9911417322834646,1007
5,10,Vulnerability_scanner,1.0,0.9960278053624627,0.9980099502487563,1007
5,11,Backdoor,1.0,0.9656862745098039,0.9825436408977556,1020
5,12,XSS,0.995049504950495,1.0,0.9975186104218362,1005
5,13,DDoS_UDP,1.0,1.0,1.0,1450
5,14,DDoS_ICMP,1.0,1.0,1.0,1409
