source_row_index,split,fold
0,test,7
1,test,7
2,fit,7
3,fit,7
4,fit,7
5,fit,7
6,fit,7
7,fit,7
8,fit,7
9,fit,7
10,fit,7
11,fit,7
12,test,7
13,fit,7
14,fit,7
15,fit,7
16,fit,7
17,fit,7
18,validation,7
19,fit,7
20,fit,7
21,fit,7
22,fit,7
23,test,7
24,fit,7
25,fit,7
26,fit,7
27,test,7
28,fit,7
29,fit,7
30,fit,7
31,fit,7
32,validation,7
33,fit,7
34,fit,7
35,fit,7
36,fit,7
37,validation,7
38,fit,7
39,fit,7
40,fit,7
41,test,7
42,fit,7
43,fit,7
44,fit,7
45,validation,7
46,fit,7
47,fit,7
48,validation,7
49,fit,7
50,fit,7
51,fit,7
52,validation,7
53,fit,7
54,test,7
55,validation,7
56,fit,7
57,fit,7
58,fit,7
59,fit,7
60,validation,7
61,fit,7
62,validation,7
63,fit,7
64,fit,7
65,fit,7
66,test,7
67,fit,7
68,fit,7
69,fit,7
70,fit,7
71,fit,7
72,test,7
73,fit,7
74,fit,7
75,fit,7
76,fit,7
77,fit,7
78,fit,7
79,validation,7
80,fit,7
81,fit,7
82,fit,7
83,fit,7
84,fit,7
85,fit,7
86,fit,7
87,validation,7
88,fit,7
89,fit,7
90,fit,7
91,fit,7
92,fit,7
93,fit,7
94,validation,7
95,fit,7
96,fit,7
97,fit,7
98,fit,7
99,fit,7
100,fit,7
101,test,7
102,validation,7
103,fit,7
104,fit,7
105,validation,7
106,fit,7
107,test,7
108,fit,7
109,fit,7
110,fit,7
111,fit,7
112,fit,7
113,validation,7
114,fit,7
115,fit,7
116,fit,7
117,fit,7
118,validation,7
119,fit,7
120,fit,7
121,fit,7
122,test,7
123,fit,7
124,validation,7
125,fit,7
126,fit,7
127,fit,7
128,test,7
129,fit,7
130,validation,7
131,validation,7
132,test,7
133,fit,7
134,fit,7
135,fit,7
136,fit,7
137,test,7
138,validation,7
139,fit,7
140,fit,7
141,fit,7
142,validation,7
143,fit,7
144,fit,7
145,fit,7
146,fit,7
147,test,7
148,fit,7
149,fit,7
150,fit,7
151,fit,7
152,fit,7
153,test,7
154,fit,7
155,fit,7
156,fit,7
157,fit,7
158,test,7
159,fit,7
160,fit,7
161,fit,7
162,fit,7
163,fit,7
164,fit,7
165,fit,7
166,fit,7
167,validation,7
168,fit,7
169,fit,7
170,fit,7
171,fit,7
172,validation,7
173,fit,7
174,fit,7
175,fit,7
176,fit,7
177,fit,7
178,fit,7
179,fit,7
180,fit,7
181,test,7
182,fit,7
183,fit,7
184,fit,7
185,fit,7
186,fit,7
187,fit,7
188,test,7
189,fit,7
190,fit,7
191,fit,7
192,test,7
193,fit,7
194,test,7
195,fit,7
196,fit,7
197,fit,7
198,fit,7
199,fit,7
200,fit,7
201,fit,7
202,fit,7
203,fit,7
204,fit,7
205,fit,7
206,fit,7
207,test,7
208,fit,7
209,fit,7
210,fit,7
211,fit,7
212,fit,7
213,test,7
214,fit,7
215,fit,7
216,fit,7
217,fit,7
218,fit,7
219,fit,7
220,fit,7
221,fit,7
222,fit,7
223,fit,7
224,fit,7
225,fit,7
226,test,7
227,fit,7
228,fit,7
229,fit,7
230,fit,7
231,fit,7
232,fit,7
233,fit,7
234,fit,7
235,fit,7
236,fit,7
237,fit,7
238,fit,7
239,test,7
240,fit,7
241,fit,7
242,fit,7
243,fit,7
244,fit,7
245,fit,7
246,fit,7
247,fit,7
248,fit,7
249,fit,7
250,validation,7
251,fit,7
252,fit,7
253,test,7
254,fit,7
255,validation,7
256,fit,7
257,validation,7
258,validation,7
259,fit,7
260,fit,7
261,fit,7
262,fit,7
263,test,7
264,fit,7
265,fit,7
266,fit,7
267,fit,7
268,fit,7
269,fit,7
270,fit,7
271,fit,7
272,fit,7
273,fit,7
274,fit,7
275,fit,7
276,fit,7
277,fit,7
278,validation,7
279,fit,7
280,fit,7
281,fit,7
282,fit,7
283,fit,7
284,fit,7
285,fit,7
286,fit,7
287,validation,7
288,validation,7
289,fit,7
290,fit,7
291,test,7
292,test,7
293,fit,7
294,fit,7
295,fit,7
296,fit,7
297,fit,7
298,fit,7
299,fit,7
300,fit,7
301,fit,7
302,fit,7
303,fit,7
304,fit,7
305,fit,7
306,fit,7
307,fit,7
308,fit,7
309,fit,7
310,fit,7
311,fit,7
312,fit,7
313,fit,7
314,test,7
315,fit,7
316,fit,7
317,fit,7
318,fit,7
319,fit,7
320,validation,7
321,fit,7
322,fit,7
323,fit,7
324,fit,7
325,test,7
326,fit,7
327,fit,7
328,fit,7
329,fit,7
330,fit,7
331,fit,7
332,test,7
333,fit,7
334,fit,7
335,fit,7
336,fit,7
337,fit,7
338,fit,7
339,fit,7
340,fit,7
341,fit,7
342,fit,7
343,test,7
344,fit,7
345,fit,7
346,fit,7
347,fit,7
348,fit,7
349,test,7
350,fit,7
351,fit,7
352,fit,7
353,fit,7
354,fit,7
355,fit,7
356,fit,7
357,fit,7
358,fit,7
359,validation,7
360,fit,7
361,fit,7
362,fit,7
363,fit,7
364,fit,7
365,fit,7
366,fit,7
367,validation,7
368,fit,7
369,fit,7
370,fit,7
371,test,7
372,fit,7
373,fit,7
374,test,7
375,validation,7
376,fit,7
377,validation,7
378,fit,7
379,fit,7
380,fit,7
381,fit,7
382,fit,7
383,fit,7
384,fit,7
385,fit,7
386,fit,7
387,fit,7
388,fit,7
389,validation,7
390,validation,7
391,fit,7
392,fit,7
393,fit,7
394,fit,7
395,fit,7
396,validation,7
397,test,7
398,fit,7
399,validation,7
400,fit,7
401,test,7
402,fit,7
403,test,7
404,fit,7
405,fit,7
406,fit,7
407,fit,7
408,fit,7
409,fit,7
410,fit,7
411,fit,7
412,fit,7
413,fit,7
414,fit,7
415,fit,7
416,validation,7
417,fit,7
418,test,7
419,fit,7
420,fit,7
421,fit,7
422,fit,7
423,fit,7
424,fit,7
425,fit,7
426,validation,7
427,fit,7
428,fit,7
429,fit,7
430,fit,7
431,fit,7
432,fit,7
433,test,7
434,fit,7
435,fit,7
436,fit,7
437,fit,7
438,fit,7
439,fit,7
440,fit,7
441,fit,7
442,fit,7
443,fit,7
444,fit,7
445,fit,7
446,fit,7
447,test,7
448,fit,7
449,fit,7
450,test,7
451,fit,7
452,validation,7
453,fit,7
454,fit,7
455,fit,7
456,fit,7
457,fit,7
458,fit,7
459,test,7
460,test,7
461,fit,7
462,fit,7
463,fit,7
464,fit,7
465,fit,7
466,fit,7
467,fit,7
468,fit,7
469,fit,7
470,fit,7
471,fit,7
472,fit,7
473,fit,7
474,fit,7
475,fit,7
476,fit,7
477,fit,7
478,fit,7
479,fit,7
480,test,7
481,fit,7
482,fit,7
483,fit,7
484,test,7
485,fit,7
486,fit,7
487,fit,7
488,fit,7
489,fit,7
490,fit,7
491,fit,7
492,fit,7
493,fit,7
494,fit,7
495,fit,7
496,fit,7
497,fit,7
498,test,7
499,fit,7
500,test,7
501,fit,7
502,validation,7
503,fit,7
504,fit,7
505,fit,7
506,fit,7
507,fit,7
508,test,7
509,fit,7
510,fit,7
511,fit,7
512,fit,7
513,fit,7
514,test,7
515,validation,7
516,fit,7
517,test,7
518,fit,7
519,fit,7
520,fit,7
521,fit,7
522,fit,7
523,fit,7
524,fit,7
525,test,7
526,fit,7
527,fit,7
528,fit,7
529,fit,7
530,fit,7
531,fit,7
532,fit,7
533,fit,7
534,fit,7
535,fit,7
536,fit,7
537,fit,7
538,fit,7
539,fit,7
540,fit,7
541,validation,7
542,validation,7
543,fit,7
544,fit,7
545,test,7
546,fit,7
547,fit,7
548,fit,7
549,fit,7
550,fit,7
551,fit,7
552,fit,7
553,fit,7
554,fit,7
555,fit,7
556,fit,7
557,fit,7
558,fit,7
559,fit,7
560,fit,7
561,fit,7
562,fit,7
563,fit,7
564,fit,7
565,fit,7
566,test,7
567,fit,7
568,fit,7
569,fit,7
570,fit,7
571,fit,7
572,fit,7
573,fit,7
574,fit,7
575,test,7
576,test,7
577,fit,7
578,fit,7
579,test,7
580,validation,7
581,test,7
582,fit,7
583,fit,7
584,fit,7
585,fit,7
586,fit,7
587,fit,7
588,fit,7
589,fit,7
590,fit,7
591,fit,7
592,fit,7
593,fit,7
594,fit,7
595,test,7
596,fit,7
597,fit,7
598,fit,7
599,fit,7
600,fit,7
601,fit,7
602,fit,7
603,fit,7
604,fit,7
605,fit,7
606,fit,7
607,validation,7
608,test,7
609,test,7
610,fit,7
611,fit,7
612,fit,7
613,fit,7
614,fit,7
615,fit,7
616,fit,7
617,fit,7
618,fit,7
619,fit,7
620,fit,7
621,validation,7
622,fit,7
623,fit,7
624,fit,7
625,fit,7
626,fit,7
627,fit,7
628,fit,7
629,fit,7
630,fit,7
631,fit,7
632,fit,7
633,fit,7
634,fit,7
635,fit,7
636,fit,7
637,validation,7
638,fit,7
639,fit,7
640,test,7
641,fit,7
642,fit,7
643,validation,7
644,fit,7
645,fit,7
646,validation,7
647,fit,7
648,fit,7
649,fit,7
650,fit,7
651,validation,7
652,fit,7
653,fit,7
654,test,7
655,fit,7
656,fit,7
657,fit,7
658,fit,7
659,fit,7
660,fit,7
661,fit,7
662,fit,7
663,validation,7
664,fit,7
665,fit,7
666,fit,7
667,fit,7
668,fit,7
669,test,7
670,fit,7
671,fit,7
672,fit,7
673,fit,7
674,validation,7
675,fit,7
676,fit,7
677,test,7
678,fit,7
679,fit,7
680,fit,7
681,test,7
682,fit,7
683,fit,7
684,test,7
685,test,7
686,fit,7
687,fit,7
688,fit,7
689,fit,7
690,fit,7
691,fit,7
692,fit,7
693,fit,7
694,test,7
695,fit,7
696,test,7
697,fit,7
698,validation,7
699,fit,7
700,fit,7
701,fit,7
702,validation,7
703,fit,7
704,fit,7
705,fit,7
706,fit,7
707,fit,7
708,fit,7
709,fit,7
710,fit,7
711,validation,7
712,fit,7
713,test,7
714,fit,7
715,fit,7
716,fit,7
717,fit,7
718,fit,7
719,validation,7
720,fit,7
721,fit,7
722,fit,7
723,validation,7
724,validation,7
725,fit,7
726,fit,7
727,fit,7
728,validation,7
729,fit,7
730,fit,7
731,fit,7
732,fit,7
733,fit,7
734,test,7
735,fit,7
736,fit,7
737,fit,7
738,fit,7
739,fit,7
740,fit,7
741,fit,7
742,fit,7
743,fit,7
744,fit,7
745,fit,7
746,fit,7
747,fit,7
748,validation,7
749,fit,7
750,validation,7
751,validation,7
752,test,7
753,validation,7
754,fit,7
755,validation,7
756,fit,7
757,fit,7
758,fit,7
759,test,7
760,fit,7
761,fit,7
762,fit,7
763,fit,7
764,fit,7
765,fit,7
766,fit,7
767,fit,7
768,fit,7
769,fit,7
770,fit,7
771,fit,7
772,test,7
773,fit,7
774,validation,7
775,fit,7
776,fit,7
777,fit,7
778,validation,7
779,test,7
780,fit,7
781,fit,7
782,fit,7
783,fit,7
784,fit,7
785,fit,7
786,fit,7
787,fit,7
788,fit,7
789,fit,7
790,fit,7
791,fit,7
792,fit,7
793,fit,7
794,fit,7
795,test,7
796,fit,7
797,fit,7
798,test,7
799,fit,7
800,fit,7
801,fit,7
802,test,7
803,validation,7
804,fit,7
805,test,7
806,validation,7
807,fit,7
808,fit,7
809,test,7
810,fit,7
811,fit,7
812,fit,7
813,fit,7
814,fit,7
815,validation,7
816,fit,7
817,fit,7
818,fit,7
819,test,7
820,fit,7
821,validation,7
822,test,7
823,fit,7
824,fit,7
825,fit,7
826,fit,7
827,fit,7
828,fit,7
829,fit,7
830,validation,7
831,fit,7
832,validation,7
833,test,7
834,fit,7
835,fit,7
836,fit,7
837,fit,7
838,validation,7
839,fit,7
840,fit,7
841,validation,7
842,fit,7
843,fit,7
844,fit,7
845,fit,7
846,fit,7
847,fit,7
848,test,7
849,test,7
850,fit,7
851,fit,7
852,fit,7
853,validation,7
854,fit,7
855,fit,7
856,fit,7
857,fit,7
858,fit,7
859,fit,7
860,fit,7
861,fit,7
862,test,7
863,fit,7
864,test,7
865,fit,7
866,validation,7
867,test,7
868,fit,7
869,fit,7
870,test,7
871,fit,7
872,fit,7
873,fit,7
874,validation,7
875,fit,7
876,test,7
877,fit,7
878,fit,7
879,test,7
880,fit,7
881,fit,7
882,fit,7
883,validation,7
884,fit,7
885,validation,7
886,fit,7
887,fit,7
888,validation,7
889,fit,7
890,fit,7
891,fit,7
892,fit,7
893,fit,7
894,test,7
