fold,model_label,class_name,precision,recall,f1,support
7,0,Normal,1.0,0.9995884773662551,0.9997941963366948,2430
7,1,MITM,1.0,1.0,1.0,121
7,2,Fingerprinting,1.0,1.0,1.0,100
7,3,Ransomware,1.0,1.0,1.0,1093
7,4,Uploading,1.0,1.0,1.0,1027
7,5,SQL_injection,1.0,1.0,1.0,1031
7,6,DDoS_HTTP,0.9990539262062441,1.0,0.9995267392333176,1056
7,7,DDoS_TCP,1.0,1.0,1.0,1025
7,8,Password,1.0,0.998998998998999,0.99949924887331,999
7,9,Port_Scanning,1.0,1.0,1.0,1007
7,10,Vulnerability_scanner,1.0,1.0,1.0,1007
7,11,Backdoor,1.0,1.0,1.0,1020
7,12,XSS,0.9990059642147118,1.0,0.9995027349577325,1005
7,13,DDoS_UDP,1.0,1.0,1.0,1450
7,14,DDoS_ICMP,1.0,1.0,1.0,1409
